7.504500545199999806e+02,-3.209187500000000000e+04,-3.320450000000000000e+04,-2.839507421875000000e+04,1.007001718750000000e+05,-5.378871484375000000e+04,4.023917480468750000e+03,-1.495803320312500000e+04,-6.213742578125000000e+04
7.505035478969999758e+02,-3.208539257812500000e+04,-3.319551562500000000e+04,-2.838577734375000000e+04,1.007109062500000000e+05,-5.379497265625000000e+04,4.022062255859375000e+03,-1.497392578125000000e+04,-6.212700781250000000e+04
7.505039111520000006e+02,-3.210924218750000000e+04,-3.320186328125000000e+04,-2.838919726562500000e+04,1.007103906250000000e+05,-5.380958984375000000e+04,4.012160400390625000e+03,-1.500765429687500000e+04,-6.212671875000000000e+04
7.505044186339999897e+02,-3.211648437500000000e+04,-3.320521484375000000e+04,-2.838975585937500000e+04,1.007082187500000000e+05,-5.380784765625000000e+04,4.016317871093750000e+03,-1.500890625000000000e+04,-6.212904296875000000e+04
7.505051143440000487e+02,-3.211827148437500000e+04,-3.321683984375000000e+04,-2.840263085937500000e+04,1.006916562500000000e+05,-5.380391406250000000e+04,4.017904785156250000e+03,-1.499806542968750000e+04,-6.214641015625000000e+04
7.505055719580000186e+02,-3.211831640625000000e+04,-3.323035937500000000e+04,-2.841908007812500000e+04,1.006756562500000000e+05,-5.380822656250000000e+04,4.005320800781250000e+03,-1.499871386718750000e+04,-6.216650390625000000e+04
7.505061283300000241e+02,-3.211758007812500000e+04,-3.322421484375000000e+04,-2.841528125000000000e+04,1.006827812500000000e+05,-5.381855078125000000e+04,3.994413085937500000e+03,-1.501804785156250000e+04,-6.216364453125000000e+04
7.505066054999999778e+02,-3.212690039062500000e+04,-3.321031250000000000e+04,-2.840278710937500000e+04,1.006988359375000000e+05,-5.382568359375000000e+04,3.995284912109375000e+03,-1.503785156250000000e+04,-6.214614062500000000e+04
7.505070596909999949e+02,-3.212511132812500000e+04,-3.319866796875000000e+04,-2.839411328125000000e+04,1.007068125000000000e+05,-5.381303125000000000e+04,4.010819335937500000e+03,-1.501999218750000000e+04,-6.213570312500000000e+04
7.505076845099999900e+02,-3.211742187500000000e+04,-3.319964843750000000e+04,-2.839655078125000000e+04,1.007033046875000000e+05,-5.379955468750000000e+04,4.020520019531250000e+03,-1.499683593750000000e+04,-6.213990625000000000e+04
7.505081597240000519e+02,-3.210014453125000000e+04,-3.319915625000000000e+04,-2.839744335937500000e+04,1.007036406250000000e+05,-5.378922656250000000e+04,4.025616210937500000e+03,-1.497821679687500000e+04,-6.214122656250000000e+04
7.505085102680000091e+02,-3.211529882812500000e+04,-3.321344140625000000e+04,-2.840868750000000000e+04,1.006897343750000000e+05,-5.380800390625000000e+04,4.011467529296875000e+03,-1.500450292968750000e+04,-6.215200000000000000e+04
7.505089571250000517e+02,-3.214267968750000000e+04,-3.322077343750000000e+04,-2.841445312500000000e+04,1.006878359375000000e+05,-5.383028906250000000e+04,3.995843750000000000e+03,-1.503963964843750000e+04,-6.215041015625000000e+04
