1.020390181086099983e+04,-1.875000156250000000e+05,-7.529658593750000000e+04,-7.879257812500000000e+04,4.870972656250000000e+04,-7.030376562500000000e+04,-1.875000156250000000e+05,-5.864849609375000000e+04,-3.950283984375000000e+04
1.020390228069600016e+04,-1.875000156250000000e+05,-7.528628906250000000e+04,-7.880451562500000000e+04,4.869933203125000000e+04,-7.028381250000000000e+04,-1.875000156250000000e+05,-5.866687109375000000e+04,-3.944466015625000000e+04
1.020390276715400068e+04,-1.875000156250000000e+05,-7.532913281250000000e+04,-7.879835156250000000e+04,4.872331640625000000e+04,-7.034972656250000000e+04,-1.875000156250000000e+05,-5.872408984375000000e+04,-3.951938281250000000e+04
1.020390341739399992e+04,-1.875000156250000000e+05,-7.536105468750000000e+04,-7.879358593750000000e+04,4.873160937500000000e+04,-7.039809375000000000e+04,-1.875000156250000000e+05,-5.873486328125000000e+04,-3.961401953125000000e+04
1.020390387989500050e+04,-1.875000156250000000e+05,-7.533792187500000000e+04,-7.877579687500000000e+04,4.873694921875000000e+04,-7.037386718750000000e+04,-1.875000156250000000e+05,-5.869212890625000000e+04,-3.960291015625000000e+04
1.020395565463499952e+04,-1.875000156250000000e+05,-7.530028125000000000e+04,-7.878542968750000000e+04,4.871357031250000000e+04,-7.031492187500000000e+04,-1.875000156250000000e+05,-5.866110156250000000e+04,-3.951015234375000000e+04
1.020395611273599934e+04,-1.875000156250000000e+05,-7.528588281250000000e+04,-7.879191406250000000e+04,4.871491015625000000e+04,-7.029592187500000000e+04,-1.875000156250000000e+05,-5.866711718750000000e+04,-3.945208203125000000e+04
1.020395656790400062e+04,-1.875000156250000000e+05,-7.531679687500000000e+04,-7.877852343750000000e+04,4.874542187500000000e+04,-7.035504687500000000e+04,-1.875000156250000000e+05,-5.871269140625000000e+04,-3.952421093750000000e+04
1.020395713943100054e+04,-1.875000156250000000e+05,-7.534053125000000000e+04,-7.875910156250000000e+04,4.875975000000000000e+04,-7.040714843750000000e+04,-1.875000156250000000e+05,-5.871792187500000000e+04,-3.962472656250000000e+04
1.020395765717799986e+04,-1.875000156250000000e+05,-7.531947656250000000e+04,-7.877221875000000000e+04,4.873482812500000000e+04,-7.037464843750000000e+04,-1.875000156250000000e+05,-5.868984765625000000e+04,-3.959414843750000000e+04
1.020395810550100032e+04,-1.875000156250000000e+05,-7.527998437500000000e+04,-7.877966406250000000e+04,4.871705859375000000e+04,-7.032457812500000000e+04,-1.875000156250000000e+05,-5.866087890625000000e+04,-3.950489843750000000e+04
1.020395859195900084e+04,-1.875000156250000000e+05,-7.527017187500000000e+04,-7.879171093750000000e+04,4.870923437500000000e+04,-7.031246093750000000e+04,-1.875000156250000000e+05,-5.867978906250000000e+04,-3.944470312500000000e+04
1.020395904223800062e+04,-1.875000156250000000e+05,-7.530132812500000000e+04,-7.876053125000000000e+04,4.875442968750000000e+04,-7.037605468750000000e+04,-1.875000156250000000e+05,-5.871637890625000000e+04,-3.952309375000000000e+04
1.020395949789500082e+04,-1.875000156250000000e+05,-7.533328906250000000e+04,-7.875757812500000000e+04,4.875646484375000000e+04,-7.042306250000000000e+04,-1.875000156250000000e+05,-5.872643750000000000e+04,-3.961462109375000000e+04
1.020396001857599913e+04,-1.875000156250000000e+05,-7.532103906250000000e+04,-7.875478125000000000e+04,4.874861718750000000e+04,-7.039058593750000000e+04,-1.875000156250000000e+05,-5.868687500000000000e+04,-3.959660546875000000e+04
1.020396047276600075e+04,-1.875000156250000000e+05,-7.528992968750000000e+04,-7.877758593750000000e+04,4.871486718750000000e+04,-7.032645312500000000e+04,-1.875000156250000000e+05,-5.866275781250000000e+04,-3.949589062500000000e+04
1.020396093673399992e+04,-1.875000156250000000e+05,-7.527506250000000000e+04,-7.878643750000000000e+04,4.870997265625000000e+04,-7.030978125000000000e+04,-1.875000156250000000e+05,-5.868025781250000000e+04,-3.943531640625000000e+04
1.020396143150299940e+04,-1.875000156250000000e+05,-7.530604687500000000e+04,-7.877250781250000000e+04,4.874139843750000000e+04,-7.037205468750000000e+04,-1.875000156250000000e+05,-5.872533984375000000e+04,-3.950476562500000000e+04
1.020396188080399952e+04,-1.875000156250000000e+05,-7.533943750000000000e+04,-7.874752343750000000e+04,4.876925000000000000e+04,-7.043025781250000000e+04,-1.875000156250000000e+05,-5.872581250000000000e+04,-3.961095703125000000e+04
1.020396237703999941e+04,-1.875000156250000000e+05,-7.531044531250000000e+04,-7.873169531250000000e+04,4.877141796875000000e+04,-7.039199218750000000e+04,-1.875000156250000000e+05,-5.866356250000000000e+04,-3.960011718750000000e+04
1.020401669309300087e+04,-1.875000156250000000e+05,-7.527155468750000000e+04,-7.876732031250000000e+04,4.872387500000000000e+04,-7.032491406250000000e+04,-1.875000156250000000e+05,-5.864002343750000000e+04,-3.949703125000000000e+04
1.020401730422100081e+04,-1.875000156250000000e+05,-7.526165625000000000e+04,-7.877814062500000000e+04,4.871855468750000000e+04,-7.030531250000000000e+04,-1.875000156250000000e+05,-5.865672265625000000e+04,-3.943493750000000000e+04
1.020401776232200064e+04,-1.875000156250000000e+05,-7.530517187500000000e+04,-7.877262500000000000e+04,4.873565234375000000e+04,-7.036800781250000000e+04,-1.875000156250000000e+05,-5.870996484375000000e+04,-3.950255078125000000e+04
1.020401833287100089e+04,-1.875000156250000000e+05,-7.533863281250000000e+04,-7.875607812500000000e+04,4.874915625000000000e+04,-7.041836718750000000e+04,-1.875000156250000000e+05,-5.871320312500000000e+04,-3.960020703125000000e+04
1.020401878852799928e+04,-1.875000156250000000e+05,-7.531646093750000000e+04,-7.874906250000000000e+04,4.874676171875000000e+04,-7.038334375000000000e+04,-1.875000156250000000e+05,-5.866660156250000000e+04,-3.957897265625000000e+04
1.020401923391700075e+04,-1.875000156250000000e+05,-7.527066406250000000e+04,-7.874924218750000000e+04,4.873364062500000000e+04,-7.031621875000000000e+04,-1.875000156250000000e+05,-5.862715234375000000e+04,-3.948706250000000000e+04
1.020401983722300065e+04,-1.875000156250000000e+05,-7.525914843750000000e+04,-7.877344531250000000e+04,4.870921093750000000e+04,-7.029464843750000000e+04,-1.875000156250000000e+05,-5.865057421875000000e+04,-3.942199609375000000e+04
1.020402035252600035e+04,-1.875000156250000000e+05,-7.530639843750000000e+04,-7.878306250000000000e+04,4.871730468750000000e+04,-7.036076562500000000e+04,-1.875000156250000000e+05,-5.871251171875000000e+04,-3.948567578125000000e+04
1.020402091231899976e+04,-1.875000156250000000e+05,-7.534146875000000000e+04,-7.876495312500000000e+04,4.873413281250000000e+04,-7.041832031250000000e+04,-1.875000156250000000e+05,-5.871338281250000000e+04,-3.958835937500000000e+04
1.020402136161999988e+04,-1.875000156250000000e+05,-7.532513281250000000e+04,-7.876186718750000000e+04,4.872376171875000000e+04,-7.038669531250000000e+04,-1.875000156250000000e+05,-5.866821093750000000e+04,-3.956453125000000000e+04
1.020402191016799952e+04,-1.875000156250000000e+05,-7.529211718750000000e+04,-7.877731250000000000e+04,4.869743359375000000e+04,-7.032875781250000000e+04,-1.875000156250000000e+05,-5.864049609375000000e+04,-3.947128125000000000e+04
