,timestamp,0,1,2,3,4,5,6,7
0,10784.901408987,-187500.015625,-34150.91796875,-29071.685546875,14976.80859375,-16101.0791015625,-187500.015625,-26448.171875,-23018.251953125
1,10784.901550055,-187500.015625,-34272.04296875,-28863.947265625,14796.564453125,-16034.3818359375,-187500.015625,-26193.78515625,-22880.02734375
2,10784.901666685,-187500.015625,-34194.75,-28562.087890625,14160.5234375,-15785.4501953125,-187500.015625,-25887.90234375,-22600.05078125
3,10784.901781001,-187500.015625,-34021.94921875,-28577.375,13940.6708984375,-15695.4619140625,-187500.015625,-25945.658203125,-22559.146484375
4,10784.901893368,-187500.015625,-33979.859375,-28879.19140625,14437.3046875,-15872.509765625,-187500.015625,-26271.5703125,-22795.42578125
5,10784.902024896,-187500.015625,-34123.89453125,-29049.01953125,14959.6650390625,-16068.1328125,-187500.015625,-26413.771484375,-22978.48828125
6,10784.90227127,-187500.015625,-34254.359375,-28860.9296875,14798.93359375,-16015.8515625,-187500.015625,-26183.705078125,-22861.990234375
7,10784.902471141,-187500.015625,-34192.87109375,-28574.470703125,14184.1044921875,-15787.88671875,-187500.015625,-25895.501953125,-22605.638671875
8,10784.902662143,-187500.015625,-34026.28515625,-28588.23828125,13970.533203125,-15704.5810546875,-187500.015625,-25950.419921875,-22568.244140625
9,10784.90285256,-187500.015625,-33985.91796875,-28890.30078125,14467.9716796875,-15885.8544921875,-187500.015625,-26282.90234375,-22808.16796875
10,10784.903047031,-187500.015625,-34131.4921875,-29059.369140625,14993.5947265625,-16082.884765625,-187500.015625,-26426.154296875,-22992.61328125
11,10784.903375377,-187500.015625,-34252.83984375,-28860.974609375,14826.9853515625,-16019.96484375,-187500.015625,-26185.806640625,-22864.984375
12,10784.903576878,-187500.015625,-34190.7265625,-28572.50390625,14200.041015625,-15792.6474609375,-187500.015625,-25892.9765625,-22608.3203125
13,10784.903768441,-187500.015625,-34020.0703125,-28589.556640625,13963.9619140625,-15700.669921875,-187500.015625,-25955.76171875,-22569.697265625
14,10784.9039564,-187500.015625,-33992.48828125,-28905.587890625,14457.0634765625,-15897.9462890625,-187500.015625,-26299.93359375,-22826.65234375
15,10784.96144872,-187500.015625,-34130.0390625,-29063.548828125,14985.861328125,-16085.1201171875,-187500.015625,-26434.6484375,-23005.443359375
16,10784.961782353,-187500.015625,-34245.8671875,-28863.611328125,14833.5341796875,-16016.7685546875,-187500.015625,-26190.1875,-22874.328125
17,10784.962135209,-187500.015625,-34186.5234375,-28578.1796875,14217.2294921875,-15790.0322265625,-187500.015625,-25899.056640625,-22612.388671875
18,10784.962403644,-187500.015625,-34027.37890625,-28606.857421875,13991.365234375,-15714.751953125,-187500.015625,-25971.2734375,-22589.880859375
19,10784.962667306,-187500.015625,-33990.03125,-28889.787109375,14478.185546875,-15882.1884765625,-187500.015625,-26274.744140625,-22809.708984375
20,10784.963011501,-187500.015625,-34113.76953125,-29031.49609375,14992.90234375,-16048.6865234375,-187500.015625,-26395.0859375,-22969.390625
21,10784.963358524,-187500.015625,-34236.79296875,-28865.7578125,14855.05859375,-16009.19140625,-187500.015625,-26190.25390625,-22870.169921875
22,10784.963677494,-187500.015625,-34188.4921875,-28579.298828125,14236.8994140625,-15790.7255859375,-187500.015625,-25898.005859375,-22616.5234375
23,10784.963940227,-187500.015625,-34020.359375,-28581.0859375,13983.8994140625,-15693.5625,-187500.015625,-25938.73046875,-22565.158203125
24,10784.964420773,-187500.015625,-33979.7265625,-28885.96484375,14467.4794921875,-15874.767578125,-187500.015625,-26273.08984375,-22807.607421875
25,10784.964715759,-187500.015625,-34114.9765625,-29040.302734375,14991.3818359375,-16058.72265625,-187500.015625,-26407.0,-22987.986328125
26,10784.96502794,-187500.015625,-34236.3671875,-28860.326171875,14840.9775390625,-16004.765625,-187500.015625,-26180.486328125,-22862.59375
27,10784.965290962,-187500.015625,-34187.9765625,-28578.091796875,14212.4912109375,-15786.2998046875,-187500.015625,-25893.06640625,-22605.548828125
28,10784.965694423,-187500.015625,-34024.85546875,-28592.84375,13952.6962890625,-15701.0048828125,-187500.015625,-25952.07421875,-22571.685546875
29,10784.965966921,-187500.015625,-33995.015625,-28903.130859375,14429.705078125,-15889.162109375,-187500.015625,-26287.193359375,-22820.103515625
30,10785.021723083,-187500.015625,-34116.609375,-29039.162109375,14949.3828125,-16056.7783203125,-187500.015625,-26404.80859375,-22976.296875
31,10785.022254285,-187500.015625,-34244.05859375,-28878.1640625,14822.3583984375,-16020.1435546875,-187500.015625,-26202.66015625,-22883.40234375
32,10785.022629919,-187500.015625,-34198.03515625,-28578.13671875,14190.072265625,-15793.8994140625,-187500.015625,-25891.0546875,-22612.8125
33,10785.023059307,-187500.015625,-34034.77734375,-28584.013671875,13914.453125,-15699.619140625,-187500.015625,-25939.04296875,-22564.80078125
34,10785.023561542,-187500.015625,-33985.91796875,-28882.74609375,14389.3828125,-15873.560546875,-187500.015625,-26268.775390625,-22803.49609375
35,10785.023939918,-187500.015625,-34120.02734375,-29062.20703125,14931.099609375,-16069.8759765625,-187500.015625,-26428.009765625,-22994.447265625
36,10785.024556927,-187500.015625,-34253.95703125,-28887.328125,14804.431640625,-16033.6884765625,-187500.015625,-26206.548828125,-22888.923828125
37,10785.025005559,-187500.015625,-34195.21875,-28566.19921875,14152.990234375,-15780.4208984375,-187500.015625,-25872.94921875,-22596.98828125
38,10785.02540805,-187500.015625,-34023.87109375,-28575.498046875,13876.56640625,-15683.1689453125,-187500.015625,-25928.42578125,-22553.37890625
39,10785.025942545,-187500.015625,-33982.83203125,-28899.30859375,14362.76171875,-15875.37109375,-187500.015625,-26281.830078125,-22813.173828125
40,10785.0263469,-187500.015625,-34128.7890625,-29088.158203125,14936.330078125,-16084.6279296875,-187500.015625,-26446.29296875,-23011.9921875
41,10785.026752524,-187500.015625,-34264.1953125,-28887.103515625,14808.5,-16030.89453125,-187500.015625,-26203.84375,-22892.03125
