,timestamp,0,1,2,3,4,5,6,7
0,8139.642098888,-187500.015625,-28064.6484375,-10133.8564453125,25408.94921875,-10231.734375,-187500.046875,37681.2421875,13564.201171875
1,8139.642214489,-187500.015625,-28272.69921875,-9777.8154296875,24258.19140625,-9958.126953125,-187500.046875,38059.45703125,13873.50390625
2,8139.642328335,-187500.015625,-28048.109375,-9665.20703125,23617.3671875,-9791.896484375,-187500.046875,38135.62890625,14035.1298828125
3,8139.642440707,-187500.015625,-27688.4921875,-9962.4853515625,24405.736328125,-9967.9169921875,-187500.046875,37790.00390625,13817.22265625
4,8139.642550933,-187500.015625,-27706.8203125,-10255.13671875,25508.50390625,-10240.943359375,-187500.046875,37508.37109375,13523.7890625
5,8139.642662307,-187500.015625,-28065.029296875,-10144.9423828125,25414.58203125,-10236.40625,-187500.046875,37674.55859375,13557.5849609375
6,8139.642774031,-187500.015625,-28281.484375,-9803.5419921875,24273.837890625,-9974.2646484375,-187500.046875,38039.49609375,13856.0029296875
7,8139.642897947,-187500.015625,-28056.669921875,-9674.0810546875,23628.05078125,-9796.2333984375,-187500.046875,38126.2421875,14028.021484375
8,8139.642992878,-187500.015625,-27694.169921875,-9962.5078125,24412.77734375,-9966.3525390625,-187500.046875,37786.8515625,13816.6865234375
9,8139.643143828,-187500.015625,-27711.291015625,-10264.033203125,25531.2578125,-10248.4091796875,-187500.046875,37500.39453125,13518.1787109375
10,8139.64331071,-187500.015625,-28072.71875,-10152.318359375,25441.716796875,-10243.9384765625,-187500.046875,37670.69140625,13553.4052734375
11,8139.643476803,-187500.015625,-28276.0078125,-9785.884765625,24283.025390625,-9962.4404296875,-187500.046875,38060.6640625,13869.8388671875
12,8139.643625878,-187500.015625,-28042.744140625,-9648.4658203125,23625.525390625,-9772.25,-187500.046875,38157.7578125,14054.0615234375
13,8139.643786857,-187500.015625,-27679.05859375,-9936.9375,24397.419921875,-9938.0107421875,-187500.046875,37823.12890625,13847.77734375
14,8139.701334401,-187500.015625,-27695.80078125,-10242.75390625,25505.083984375,-10224.828125,-187500.046875,37526.76953125,13538.8759765625
15,8139.701505432,-187500.015625,-28064.939453125,-10155.8955078125,25438.05078125,-10241.2568359375,-187500.046875,37669.57421875,13552.0634765625
16,8139.701642666,-187500.015625,-28289.798828125,-9802.6708984375,24295.65234375,-9973.4375,-187500.046875,38047.51953125,13858.55078125
17,8139.701871186,-187500.015625,-28057.630859375,-9666.0341796875,23639.71875,-9781.66015625,-187500.046875,38141.7109375,14040.091796875
18,8139.702035662,-187500.015625,-27695.7109375,-9954.5732421875,24413.380859375,-9952.6064453125,-187500.046875,37800.66796875,13829.3369140625
19,8139.702213277,-187500.015625,-27705.859375,-10256.634765625,25521.064453125,-10236.0703125,-187500.046875,37507.92578125,13528.2373046875
20,8139.702393975,-187500.015625,-28066.90625,-10153.7939453125,25441.671875,-10240.5634765625,-187500.046875,37667.44921875,13554.1650390625
21,8139.702524793,-187500.015625,-28282.490234375,-9804.6376953125,24292.12109375,-9974.6220703125,-187500.046875,38040.9921875,13854.86328125
22,8139.702650287,-187500.015625,-28062.66015625,-9678.439453125,23639.205078125,-9797.7080078125,-187500.046875,38130.33203125,14027.552734375
23,8139.702866258,-187500.015625,-27698.9296875,-9960.138671875,24404.23828125,-9959.0654296875,-187500.046875,37797.40234375,13822.9892578125
24,8139.703085147,-187500.015625,-27710.888671875,-10262.8486328125,25516.05859375,-10240.18359375,-187500.046875,37506.60546875,13524.8837890625
25,8139.703356198,-187500.015625,-28068.29296875,-10154.330078125,25433.357421875,-10237.92578125,-187500.046875,37674.0,13558.970703125
26,8139.703495318,-187500.015625,-28276.767578125,-9805.173828125,24287.986328125,-9972.8115234375,-187500.046875,38045.75390625,13862.126953125
27,8139.70362248,-187500.015625,-28054.591796875,-9680.294921875,23636.90234375,-9797.4404296875,-187500.046875,38133.55078125,14031.1513671875
28,8139.703747386,-187500.015625,-27692.0,-9966.7548828125,24401.734375,-9962.396484375,-187500.046875,37796.41796875,13825.224609375
29,8139.76146302,-187500.015625,-27707.802734375,-10278.896484375,25529.73828125,-10257.7294921875,-187500.046875,37493.44140625,13511.80859375
30,8139.761935132,-187500.015625,-28074.171875,-10165.283203125,25447.55078125,-10255.583984375,-187500.046875,37665.05859375,13543.9951171875
31,8139.762285199,-187500.015625,-28287.83203125,-9796.0546875,24280.69921875,-9973.125,-187500.046875,38055.34375,13861.9033203125
32,8139.762699641,-187500.015625,-28061.251953125,-9661.4072265625,23612.5390625,-9785.794921875,-187500.046875,38150.515625,14043.064453125
33,8139.763351693,-187500.015625,-27699.779296875,-9956.00390625,24382.310546875,-9956.2265625,-187500.046875,37809.2734375,13832.623046875
34,8139.763748505,-187500.015625,-27705.859375,-10249.8837890625,25491.29296875,-10230.7734375,-187500.046875,37527.73046875,13539.3232421875
35,8139.764221141,-187500.015625,-28061.36328125,-10152.1396484375,25430.451171875,-10239.37890625,-187500.046875,37681.578125,13558.9033203125
36,8139.76490016,-187500.015625,-28281.3046875,-9814.181640625,24299.36328125,-9979.2939453125,-187500.046875,38045.93359375,13853.25390625
37,8139.765474186,-187500.015625,-28074.484375,-9689.7275390625,23644.30078125,-9806.828125,-187500.046875,38130.46484375,14020.310546875
38,8139.765865049,-187500.015625,-27714.77734375,-9966.28515625,24394.380859375,-9966.798828125,-187500.046875,37802.0078125,13818.943359375
39,8139.766239901,-187500.015625,-27714.62109375,-10267.318359375,25509.5546875,-10245.9501953125,-187500.046875,37508.5078125,13516.5693359375
40,8139.766945025,-187500.015625,-28074.841796875,-10160.1640625,25438.36328125,-10246.77734375,-187500.046875,37673.640625,13544.77734375
41,8139.767341987,-187500.015625,-28283.763671875,-9794.51171875,24278.263671875,-9965.123046875,-187500.046875,38061.3984375,13860.517578125
42,8139.767741209,-187500.015625,-28066.169921875,-9675.01953125,23626.486328125,-9795.7861328125,-187500.046875,38137.91015625,14020.6015625
43,8139.768145136,-187500.015625,-27715.40234375,-9973.03515625,24402.5390625,-9972.23046875,-187500.046875,37791.8828125,13802.2919921875
44,8139.821511688,-187500.015625,-27719.76171875,-10261.7978515625,25510.1796875,-10242.150390625,-187500.046875,37517.58203125,13518.1337890625
45,8139.821704329,-187500.015625,-28071.64453125,-10161.52734375,25446.208984375,-10245.279296875,-187500.046875,37674.51171875,13545.828125
46,8139.821871976,-187500.015625,-28286.087890625,-9798.6474609375,24289.775390625,-9969.705078125,-187500.046875,38060.171875,13856.6064453125
47,8139.822036934,-187500.015625,-28057.83203125,-9653.0927734375,23603.95703125,-9774.9541015625,-187500.046875,38163.4140625,14042.505859375
48,8139.822200399,-187500.015625,-27689.474609375,-9936.7138671875,24358.4609375,-9938.904296875,-187500.046875,37829.74609375,13837.763671875
49,8139.822363917,-187500.015625,-27695.935546875,-10247.5146484375,25482.955078125,-10225.9453125,-187500.046875,37529.3828125,13531.701171875
50,8139.822525053,-187500.015625,-28065.990234375,-10164.03125,25436.3515625,-10248.9453125,-187500.046875,37674.4453125,13543.32421875
51,8139.822714982,-187500.015625,-28281.21484375,-9786.0634765625,24265.412109375,-9956.763671875,-187500.046875,38078.5,13875.6943359375
52,8139.822978719,-187500.015625,-28053.47265625,-9661.720703125,23602.90625,-9781.0341796875,-187500.046875,38159.14453125,14043.9365234375
53,8139.823148025,-187500.015625,-27698.013671875,-9964.2060546875,24384.2109375,-9963.6025390625,-187500.046875,37810.41015625,13821.513671875
54,8139.82331211,-187500.015625,-27711.40234375,-10275.1416015625,25515.09765625,-10251.3818359375,-187500.046875,37510.5859375,13516.748046875
55,8139.82347523,-187500.015625,-28079.916015625,-10167.115234375,25451.619140625,-10250.5546875,-187500.046875,37676.14453125,13547.1015625
56,8139.823637397,-187500.015625,-28285.998046875,-9791.7177734375,24286.01953125,-9961.412109375,-187500.046875,38072.015625,13871.58203125
57,8139.823798237,-187500.015625,-28061.765625,-9662.3017578125,23612.5625,-9781.8388671875,-187500.046875,38164.6875,14048.1162109375
58,8139.823962763,-187500.015625,-27698.86328125,-9957.9482421875,24377.013671875,-9954.3271484375,-187500.046875,37820.8515625,13835.484375
59,8139.881747232,-187500.015625,-27713.951171875,-10273.6884765625,25514.94140625,-10250.3759765625,-187500.046875,37516.0390625,13522.2685546875
60,8139.881865847,-187500.015625,-28076.384765625,-10162.6005859375,25442.744140625,-10249.302734375,-187500.046875,37684.50390625,13555.1484375
